Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-February-2024,516.05,523.95,513.30,519.15,518.053154127182661663,283026,7642,146622512.00,135634,47.92,10.65,3.10
28-February-2024,531.40,531.40,515.05,517.10,522.430544595834721564,171081,4609,89377940.00,56306,32.91,16.35,-14.30
27-February-2024,534.80,537.40,527.70,531.35,532.754869278379354959,171586,4407,91413277.00,63303,36.89,9.70,-3.45
26-February-2024,536.00,536.05,526.20,532.20,530.399415370108439415,106050,3317,56248858.00,34643,32.67,9.85,-3.80
23-February-2024,535.50,541.00,533.30,536.05,536.371699896581671326,651722,20531,349565237.00,298413,45.79,7.70,0.55
22-February-2024,523.65,533.00,521.70,531.25,526.557833687305995752,159146,4971,83799573.00,49710,31.24,11.30,7.60
21-February-2024,536.00,536.00,519.50,521.15,527.444528827289412062,221214,5303,116678114.00,71008,32.10,16.50,-14.85
20-February-2024,535.30,538.20,526.20,531.80,532.725358351020505228,168201,5145,89604938.00,50174,29.83,12.00,-3.50
19-February-2024,546.10,546.10,531.25,535.25,537.447479188370337095,1046290,27896,562325923.00,630378,60.25,14.85,-10.85
16-February-2024,521.20,545.00,521.05,543.10,535.320331354856149936,769447,19443,411900623.00,292655,38.03,23.95,21.90
15-February-2024,516.15,523.00,513.15,518.25,519.099188580932826529,212837,5125,110483514.00,77861,36.58,9.85,2.10
14-February-2024,504.05,516.50,497.20,514.05,506.553239344904973346,1805967,18432,914818434.00,1262069,69.88,19.30,10.00
13-February-2024,502.05,513.15,491.65,512.15,506.690149291905252226,453541,8580,229804757.00,262564,57.89,21.50,10.10
12-February-2024,490.70,510.65,490.70,501.40,503.938419998578253654,815898,14936,411162349.00,248446,30.45,19.95,10.70
9-February-2024,489.35,494.55,482.50,490.30,488.413166620888416510,502422,16957,245389520.00,236677,47.11,12.05,0.95
8-February-2024,496.95,500.00,485.25,488.90,493.184051669551268521,165823,4578,81781259.00,44975,27.12,14.75,-8.05
7-February-2024,501.60,501.60,492.85,495.10,496.713301262163562965,136987,4117,68043265.00,52869,38.59,8.75,-6.50
6-February-2024,484.05,501.60,484.05,499.60,496.902890032983564280,428092,8160,212720152.00,159009,37.14,17.55,15.55
5-February-2024,483.00,489.20,479.30,482.30,484.285351825918902019,193519,4633,93718417.00,69250,35.78,9.90,-0.70
2-February-2024,475.00,486.35,474.50,483.00,480.962112139969752680,355734,12208,171094576.00,91794,25.80,11.85,8.00
1-February-2024,477.65,477.65,470.55,471.15,473.371844429377735121,113569,3243,53760367.00,33403,29.41,7.10,-6.50
31-January-2024,472.40,479.70,469.00,477.80,473.656112850344516234,135117,3518,63998993.00,43104,31.90,10.70,5.40
30-January-2024,474.65,482.50,471.60,472.40,478.171459438848463664,220297,4631,105339738.00,53284,24.19,10.90,-2.25
29-January-2024,469.95,476.95,469.95,472.95,473.998169077605530462,148559,3684,70416694.00,51419,34.61,7.00,3.00
25-January-2024,478.75,479.35,468.75,469.95,473.469159526097159368,279973,8838,132558581.00,46002,16.43,10.60,-8.80
24-January-2024,470.30,478.85,468.00,478.00,472.425831049015904832,534806,15991,252656169.00,339463,63.47,10.85,7.70
23-January-2024,478.70,486.00,466.85,469.90,477.781117998999902000,795922,19428,380276503.00,443204,55.68,19.15,-8.80
20-January-2024,488.50,488.60,469.20,478.10,478.976798521050871390,215288,4470,103117957.00,55234,25.66,19.40,-10.40
19-January-2024,488.00,493.20,483.60,485.00,486.545485876322390664,458450,11598,223056778.00,177751,38.77,9.60,-3.00
18-January-2024,480.60,488.65,468.50,482.25,478.764721782363658034,469848,8883,224946647.00,98345,20.93,20.15,1.65
17-January-2024,475.65,491.25,472.00,482.30,483.018565538649182564,1383962,25354,668479340.00,781109,56.44,19.25,6.65
16-January-2024,495.85,495.85,480.60,485.00,485.717358543587143982,725948,12818,352605545.00,264382,36.42,15.25,-10.85
15-January-2024,511.95,526.45,488.95,494.55,505.393048557882299108,5048305,75115,2551378254.00,1976492,39.15,37.50,-17.40
12-January-2024,454.55,469.00,454.55,465.45,465.460333010008755515,931984,19403,433801583.00,322962,34.65,14.45,10.90
11-January-2024,454.45,456.90,446.50,448.05,451.547835065389058531,431953,13794,195047442.00,204731,47.40,10.40,-6.40
10-January-2024,451.00,455.90,449.00,453.85,452.072878772130409174,404082,10669,182674513.00,194407,48.11,6.90,2.85
9-January-2024,458.00,462.70,450.00,450.75,455.924869052537091155,196071,4804,89393645.00,55637,28.38,12.70,-7.25
8-January-2024,456.95,459.90,449.05,450.10,453.692096130452294835,491582,15267,223026868.00,233131,47.42,10.85,-6.85
5-January-2024,455.55,463.00,453.50,456.75,458.242863639646251227,1024682,21500,469553214.00,318145,31.05,9.50,1.20
4-January-2024,456.75,459.70,451.55,452.55,454.980700633943339474,679556,17496,309184865.00,252230,37.12,8.15,-4.20
3-January-2024,460.30,464.00,455.00,455.90,458.667303981447058615,395409,8196,181361180.00,139434,35.26,9.00,-4.40
2-January-2024,479.85,479.85,464.20,469.15,469.587075254867100721,749214,19843,351821211.00,313199,41.80,15.65,-10.70
1-January-2024,472.25,483.40,468.20,477.30,476.807779410964124339,918450,23487,437924105.00,471442,51.33,15.20,5.05
29-December-2023,471.75,475.35,466.15,471.70,471.708952781905467485,705937,19423,332996803.00,94553,13.39,9.20,-0.05
28-December-2023,472.05,477.65,468.00,469.20,471.959301710215885307,292887,5578,138230744.00,87610,29.91,9.65,-2.85
27-December-2023,469.95,475.40,464.05,470.95,470.468143778725000781,479765,8329,225714149.00,117959,24.59,11.35,1.00
26-December-2023,453.00,475.70,449.00,470.05,466.470803935711173898,2212764,43726,1032189802.00,921287,41.64,26.70,17.05
22-December-2023,434.15,466.15,432.90,462.70,455.594088279196962259,1994377,45248,908626371.00,1079866,54.15,33.25,28.55
21-December-2023,427.05,436.30,427.05,434.10,432.870173342589752283,185817,4388,80434637.00,59378,31.96,9.25,7.05
20-December-2023,442.00,449.45,429.35,431.70,441.528353327503718360,378527,7774,167130403.00,121561,32.11,20.10,-10.30
19-December-2023,445.05,447.45,434.80,438.60,439.094070955733426313,195023,4831,85633443.00,80567,41.31,12.65,-6.45
18-December-2023,448.45,453.30,442.00,444.95,447.980857490750714185,427060,8172,191314705.00,146244,34.24,11.30,-3.50
15-December-2023,436.00,449.50,433.80,446.45,444.496045496283719399,692628,15991,307870407.00,232022,33.50,15.70,10.45
14-December-2023,424.00,435.90,423.75,434.35,431.383721410004263571,436254,7204,188192874.00,205857,47.19,12.15,10.35
13-December-2023,423.05,424.50,415.05,419.60,418.772512564122594588,192015,3377,80410604.00,124195,64.68,9.45,-3.45
12-December-2023,420.40,427.80,420.30,422.15,423.813492486411595438,197043,3795,83509482.00,106982,54.29,7.50,1.75
11-December-2023,421.95,422.05,417.00,420.35,420.082389749702026221,228208,5002,95866162.00,128782,56.43,5.05,-1.60
8-December-2023,418.50,424.50,415.25,422.00,420.455224915598467188,526353,12506,221307869.00,95727,18.19,9.25,3.50
7-December-2023,419.55,421.50,416.70,418.20,418.806671092701817190,649189,13505,271884684.00,436197,67.19,4.80,-1.35
6-December-2023,406.45,420.45,406.00,418.85,414.292254240752094829,415905,6165,172306220.00,217773,52.36,14.45,12.40
5-December-2023,407.35,409.10,402.05,404.30,404.016342884185394826,376127,5136,151961455.00,244844,65.10,7.05,-3.05
4-December-2023,413.00,413.00,406.65,407.30,408.482201362385694182,651651,14261,266187835.00,444594,68.23,6.35,-5.70
1-December-2023,414.00,414.00,406.45,407.70,408.240537210176159847,723888,18345,295520426.00,249866,34.52,7.55,-6.30
30-November-2023,406.25,414.50,404.05,413.25,408.082912513425411241,424568,6670,173258946.00,232907,54.86,10.45,7.00
29-November-2023,398.85,408.25,397.95,406.15,405.074143955405360388,1080668,17960,437750665.00,843725,78.07,10.30,7.30
28-November-2023,396.50,398.45,393.20,396.95,395.711205769565975248,91792,3251,36323123.00,37948,41.34,5.25,0.45
24-November-2023,400.55,403.60,395.60,395.95,397.845554003224073078,465250,8228,185097644.00,273052,58.69,8.00,-4.60
23-November-2023,400.05,404.95,400.05,402.15,402.618854275085274992,194078,3681,78139462.00,57270,29.51,4.90,2.10
22-November-2023,403.00,403.00,399.00,400.20,400.845306034646386677,79027,2070,31677602.00,40984,51.86,4.00,-2.80
21-November-2023,402.25,402.70,400.00,400.45,401.273638190408950198,73652,2351,29554606.00,32810,44.55,2.70,-1.80
20-November-2023,391.55,401.00,391.55,400.00,399.191605745167363918,425958,11796,170038858.00,292234,68.61,9.45,8.45
17-November-2023,398.00,399.00,394.55,395.40,396.794601715883165708,155605,4833,61743224.00,43560,27.99,4.45,-2.60
16-November-2023,392.00,399.50,389.20,397.05,395.671014838277533689,176166,4168,69703780.00,78518,44.57,10.30,5.05
15-November-2023,384.55,392.20,384.15,391.40,388.936839732141284552,567762,14048,220823558.00,398165,70.13,8.05,6.85
13-November-2023,383.00,383.00,380.00,381.70,380.995058118380227181,151157,7462,57590070.00,90619,59.95,3.00,-1.30
12-November-2023,383.90,383.90,381.40,382.60,382.652250085881140501,58220,2738,22278014.00,42407,72.84,2.50,-1.30
10-November-2023,380.40,381.80,376.90,379.25,378.325291481653000626,293672,7508,111103545.00,93182,31.73,4.90,-1.15
9-November-2023,383.10,383.85,379.65,380.40,381.306923869247780908,132036,3277,50346241.00,89202,67.56,4.20,-2.70
8-November-2023,385.95,385.95,381.00,381.55,382.297989499295684466,171798,2806,65678030.00,144306,84.00,4.95,-4.40
7-November-2023,385.90,387.00,382.70,383.10,383.765050219898283209,587317,13846,225391738.00,462822,78.80,4.30,-2.80
6-November-2023,385.05,386.85,383.50,384.75,385.273287822065624311,86279,2434,33240994.00,46694,54.12,3.35,-0.30
3-November-2023,385.65,386.75,382.50,383.50,383.876425805629378624,533558,16129,204820338.00,146051,27.37,4.25,-2.15
2-November-2023,383.50,385.00,382.20,383.70,383.711914080276690634,54935,2085,21079214.00,22893,41.67,2.80,0.20
1-November-2023,382.05,385.65,380.15,380.95,382.964296584419671183,193847,7804,74236480.00,84752,43.72,5.50,-1.10
31-October-2023,384.00,384.05,379.10,381.95,381.779365398536153784,248660,11228,94933257.00,152930,61.50,4.95,-2.05
30-October-2023,385.60,385.60,380.60,382.00,382.344577882818511597,72776,2862,27825509.00,32443,44.58,5.00,-3.60
27-October-2023,379.50,384.55,379.50,382.25,382.211215211950531814,599739,18174,229226972.00,163586,27.28,5.05,2.75
26-October-2023,379.70,380.50,375.00,378.35,377.843929270040477988,516330,23477,195092156.00,248189,48.07,5.50,-1.35
25-October-2023,386.95,387.70,381.25,382.05,384.030066549608722984,138393,5144,53147073.00,60855,43.97,6.45,-4.90
23-October-2023,391.80,392.90,382.15,383.05,387.307287313403688572,512068,24304,198327668.00,247916,48.41,10.75,-8.75
20-October-2023,395.00,396.15,391.00,391.95,392.647817510495169692,474504,15754,186312960.00,135733,28.61,5.15,-3.05
19-October-2023,393.00,396.80,390.10,395.20,394.176750018370718733,421867,9125,166290163.00,169767,40.24,6.70,2.20
18-October-2023,411.00,413.60,407.05,407.40,410.592482941408673095,70932,2475,29124146.00,29391,41.44,6.55,-3.60
17-October-2023,411.05,413.85,411.00,411.25,412.235646962084880056,210391,3622,86730670.00,170120,80.86,2.85,0.20
16-October-2023,411.05,411.80,408.10,410.10,410.013997595445832347,207107,7325,84916769.00,105675,51.02,3.70,-0.95
13-October-2023,411.05,414.45,409.15,411.05,410.944660948636313552,344874,13477,141724129.00,68084,19.74,5.30,0.00
12-October-2023,421.60,421.90,414.75,417.00,418.542995932189390654,193716,3590,81078475.00,54214,27.99,7.15,-4.60
11-October-2023,408.55,423.80,408.55,421.00,419.848705289442778468,438515,7827,184109955.00,184481,42.07,15.25,12.45
10-October-2023,405.65,408.70,405.65,407.60,407.446042091360647736,174145,2794,70954691.00,92289,53.00,3.05,1.95
9-October-2023,405.95,411.15,403.50,405.30,406.784776843801917076,222109,4501,90350560.00,125218,56.38,7.65,-0.65
6-October-2023,407.20,409.85,406.75,407.75,407.971872436364470808,348626,10112,142229602.00,68230,19.57,3.10,0.55
5-October-2023,407.35,410.55,405.00,406.70,407.408106823387061924,115705,4795,47139155.00,38275,33.08,5.55,-0.65
4-October-2023,404.00,405.40,400.70,404.85,403.008769818069264367,145385,4439,58591430.00,50845,34.97,4.70,0.85
3-October-2023,406.25,408.00,403.60,405.40,405.415214534209509083,323375,12158,131101145.00,164720,50.94,4.40,-0.85
29-September-2023,405.75,409.25,401.55,406.25,405.450845394703477934,492965,16428,199873076.00,172148,34.92,7.70,0.50
28-September-2023,417.00,417.00,404.20,405.80,409.602152214597629444,153888,5198,63032856.00,77162,50.14,12.80,-11.20
27-September-2023,412.75,416.55,410.35,415.60,413.611096450022695364,94733,3064,39182620.00,35274,37.24,6.20,2.85
26-September-2023,415.95,416.15,411.80,412.75,413.594696096641674688,147514,3324,61011008.00,63085,42.77,4.35,-3.20
25-September-2023,418.05,419.50,412.05,414.05,415.055454433996963209,636198,15397,264057450.00,388243,61.03,7.45,-4.00
22-September-2023,423.55,426.65,416.85,418.65,420.775220838558146938,358067,6796,150665721.00,100595,28.09,9.80,-4.90
21-September-2023,429.80,431.05,423.45,428.60,427.398605627289865898,140565,3704,60077285.00,47885,34.07,7.60,-1.20
20-September-2023,434.95,437.00,429.05,429.80,433.043227964629307885,231378,3983,100196676.00,91731,39.65,7.95,-5.15
18-September-2023,441.00,441.00,435.00,435.95,437.345274084701471168,331777,10479,145101103.00,190953,57.55,6.00,-5.05
15-September-2023,438.15,443.60,438.15,441.10,440.859342676040021257,543811,11985,239744160.00,277528,51.03,5.45,2.95
14-September-2023,438.00,443.00,435.45,436.45,439.138548408113625504,575575,12770,252757170.00,276988,48.12,7.55,-1.55
13-September-2023,435.00,437.70,431.45,435.85,435.799462536803937672,536967,11908,234009930.00,280067,52.16,6.25,0.85
12-September-2023,435.05,441.35,426.90,435.00,435.592074346580282467,275359,6370,119944198.00,108811,39.52,14.45,-0.05
11-September-2023,433.45,437.40,430.40,434.65,434.723739661917100696,575421,14306,250149169.00,359042,62.40,7.00,1.20
8-September-2023,434.15,434.15,429.45,430.15,430.599465449120202724,266766,6039,114869297.00,73378,27.51,4.70,-4.00
7-September-2023,429.35,433.65,426.75,432.65,431.095819986371032417,215717,4560,92994697.00,73317,33.99,6.90,3.30
6-September-2023,434.00,435.60,425.90,429.10,429.706980456190401930,218023,4695,93686005.00,86361,39.61,9.70,-4.90
5-September-2023,436.00,437.30,430.50,431.75,433.918050846108537497,314085,6060,136287151.00,130815,41.65,6.80,-4.25
4-September-2023,417.05,436.40,415.95,434.05,425.927412038497948879,608448,11042,259154682.00,278836,45.83,20.45,17.00
1-September-2023,406.05,417.50,406.05,416.00,413.378304170270622381,1020869,27908,422005096.00,380906,37.31,11.45,9.95
31-August-2023,407.05,410.00,406.40,408.45,408.102207505518763796,276330,8484,112770883.00,133665,48.37,3.60,1.40
30-August-2023,409.05,410.10,406.70,407.25,408.746087232118720695,107277,2645,43849054.00,37154,34.63,3.40,-1.80
29-August-2023,409.05,411.80,407.20,408.05,408.665282386525456845,150981,3377,61700693.00,76034,50.36,4.60,-1.00
28-August-2023,411.85,412.35,407.75,407.95,409.160949953342570561,247549,9072,101287384.00,136215,55.03,4.60,-3.90
25-August-2023,409.95,411.25,407.10,409.95,410.005299552706002802,714966,14056,293139849.00,84417,11.81,4.15,0.00
24-August-2023,417.45,420.00,412.05,412.50,416.343115444691626828,126762,2660,52776486.00,39081,30.83,7.95,-4.95
23-August-2023,415.05,417.90,414.55,415.20,416.204830034652097195,188156,3557,78311436.00,74032,39.35,3.35,0.15
22-August-2023,414.40,417.95,412.75,417.05,415.486834733893557422,130305,2667,54140012.00,39672,30.45,5.20,2.65
21-August-2023,411.30,417.20,411.30,414.35,414.796561008104807372,360280,10533,149442905.00,215982,59.95,5.90,3.05
18-August-2023,415.85,416.00,408.00,411.75,411.295831135029958159,680449,13383,279865837.00,84728,12.45,8.00,-4.10
17-August-2023,418.00,420.25,414.60,417.40,416.860672017412596925,73510,2736,30643428.00,27306,37.15,5.65,-0.60
16-August-2023,413.05,420.15,413.05,418.45,418.475975182964695503,172301,3686,72103829.00,53238,30.90,7.10,5.40
14-August-2023,413.00,416.00,409.65,414.80,413.375397349007377196,150057,3228,62029872.00,76891,51.24,6.35,1.80
11-August-2023,418.00,421.85,412.50,413.00,415.947220397952584586,199471,4627,82969408.00,71039,35.61,9.35,-5.00
10-August-2023,417.60,420.85,415.55,418.35,418.949485970068084127,191234,3831,80117386.00,86200,45.08,5.30,0.75
9-August-2023,414.05,418.45,412.55,417.65,415.836119890445382978,464791,11740,193276886.00,256089,55.10,5.90,3.60
8-August-2023,412.00,417.25,410.20,416.55,414.868869676112601038,266605,4879,110606115.00,108470,40.69,7.05,4.55
7-August-2023,409.15,413.00,408.00,411.05,410.923810632744350323,206118,4318,84698794.00,83789,40.65,5.00,1.90
4-August-2023,400.05,410.00,400.05,408.65,408.391843014656918752,570652,9335,233049622.00,119839,21.00,9.95,8.60
3-August-2023,401.05,401.95,397.05,399.55,399.139456830372969409,301821,12253,120468670.00,142357,47.17,4.90,-1.50
2-August-2023,402.90,405.90,399.10,402.85,402.717993365778911535,114859,3337,46255786.00,41985,36.55,6.80,-0.05
1-August-2023,405.05,408.00,404.10,406.85,406.065644157145242468,125769,3808,51070470.00,49015,38.97,3.90,1.80
31-July-2023,398.80,405.85,398.80,405.00,402.889655626221272383,349533,11935,140823230.00,219967,62.93,7.05,6.20
28-July-2023,400.15,402.60,396.60,398.75,398.900873362445414847,757990,17337,302362873.00,190685,25.16,6.00,-1.40
27-July-2023,404.30,406.55,399.10,400.10,402.792261682951322878,158329,4357,63773696.00,62789,39.66,7.45,-4.20
26-July-2023,403.10,403.50,401.35,402.65,402.605576426469508818,299726,9273,120671359.00,154623,51.59,2.15,-0.45
25-July-2023,406.00,406.00,400.00,400.40,402.385696545155320316,331766,11853,133497893.00,170445,51.38,6.00,-5.60
24-July-2023,404.60,408.00,403.40,404.20,405.750441884964450850,226869,4379,92052197.00,127995,56.42,4.60,-0.40
21-July-2023,403.05,414.30,401.95,404.55,406.148357276078671099,801565,13821,325554308.00,125673,15.68,12.35,1.50
20-July-2023,418.05,420.00,414.75,417.35,416.506854411399968433,177404,3922,73889982.00,97218,54.80,5.25,-0.70
19-July-2023,418.05,421.00,414.30,417.80,417.975461302176411215,228863,5132,95659118.00,77637,33.92,6.70,-0.25
18-July-2023,418.45,420.30,412.30,417.05,416.245613408990875890,756567,17340,314917695.00,360346,47.63,8.00,-1.40
17-July-2023,406.90,425.00,405.90,415.25,416.632183628446916042,1068854,15381,445318976.00,343419,32.13,19.10,8.35
14-July-2023,394.35,405.50,392.55,404.95,400.628812903417537272,1547869,39148,620120920.00,953249,61.58,12.95,10.60
13-July-2023,391.60,398.65,391.60,394.35,395.745019121936144322,414184,7824,163911255.00,206587,49.88,7.05,2.75
12-July-2023,394.40,394.40,390.35,391.60,392.360721201453921444,340321,10309,133528593.00,177978,52.30,4.05,-2.80
11-July-2023,390.00,393.00,387.60,392.40,390.048891700898389463,420419,7417,163983965.00,308841,73.46,5.40,2.40
10-July-2023,395.50,395.55,389.45,389.90,391.989733032025970335,373041,15253,146228242.00,214272,57.44,6.10,-5.60
7-July-2023,395.00,397.35,393.20,395.95,395.550080783184831543,521767,10915,206384979.00,113212,21.70,4.15,0.95
6-July-2023,394.95,396.90,393.05,396.05,394.909373003178209427,239443,5785,94558285.00,153870,64.26,3.85,1.10
5-July-2023,394.00,395.45,391.80,393.85,393.658594463118240860,741681,21561,291969100.00,453776,61.18,3.65,-0.15
4-July-2023,393.20,397.35,393.00,396.10,394.977954028605258706,372449,8167,147109144.00,203531,54.65,4.35,2.90
3-July-2023,395.40,395.40,389.50,391.60,391.360611958049518866,184980,5114,72393886.00,96195,52.00,5.90,-3.80
30-June-2023,384.05,389.70,383.05,389.05,386.988156883314191663,552895,18076,213963817.00,351854,63.64,6.65,5.00
28-June-2023,383.05,383.60,380.80,381.70,382.026683698814846355,112728,3720,43065104.00,57604,51.10,2.80,-1.35
27-June-2023,383.15,383.80,381.55,382.55,382.655877802067100937,181607,7646,69492986.00,96780,53.29,2.25,-0.60
26-June-2023,380.00,381.70,379.00,380.90,380.601508086119654727,201580,8235,76721652.00,97350,48.29,2.70,0.90
23-June-2023,382.40,382.50,378.10,379.95,380.523526613032785872,323676,13584,123166333.00,155750,48.12,4.40,-2.45
22-June-2023,386.90,386.90,381.65,382.30,383.031491168220756576,329775,12299,126314210.00,175679,53.27,5.25,-4.60
21-June-2023,384.30,387.30,383.10,385.55,385.582024683141219468,348578,11441,134405411.00,168309,48.28,4.20,1.25
20-June-2023,381.70,385.00,380.60,382.55,382.883880180040353872,161075,5760,61673021.00,69136,42.92,4.40,0.85
19-June-2023,381.60,382.40,377.10,380.05,379.517312944496610539,582541,19479,221084395.00,269974,46.34,5.30,-1.55
16-June-2023,385.90,388.60,379.05,381.40,383.856340003983339250,808367,31319,310296798.00,457938,56.65,9.55,-4.50
15-June-2023,397.00,397.80,388.40,388.95,391.324099063154309180,839626,23281,328565888.00,562000,66.93,9.40,-8.05
14-June-2023,396.10,397.30,392.80,396.60,395.034413505318805789,589042,14844,232691861.00,372549,63.25,4.50,0.50
13-June-2023,398.10,398.30,394.50,395.65,395.745255148995240323,455283,13956,180176087.00,299385,65.76,3.80,-2.45
12-June-2023,399.50,399.80,394.55,395.70,397.160538820594048303,356705,13226,141669150.00,219402,61.51,5.25,-3.80
9-June-2023,399.50,400.30,396.10,397.85,397.821251310730513806,286100,6124,113816660.00,203813,71.24,4.20,-1.65
8-June-2023,404.00,404.65,398.70,399.50,400.215138332869250303,599749,13267,240028629.00,429807,71.66,5.95,-4.50
7-June-2023,402.00,403.60,401.05,402.80,402.808698571044155872,360473,6954,145201660.00,304198,84.39,2.55,0.80
6-June-2023,404.00,404.00,395.70,399.90,399.052511900183310273,800828,16159,319572425.00,564501,70.49,8.30,-4.10
5-June-2023,406.85,409.60,404.00,404.30,405.578441543303415316,171580,5293,69589149.00,103959,60.59,5.60,-2.55
2-June-2023,407.55,409.70,404.00,404.80,406.554367876671717504,303580,10512,123421775.00,190007,62.59,5.70,-2.75
1-June-2023,404.05,407.95,404.00,407.25,406.887715750153586755,446002,11209,181472735.00,332614,74.58,3.95,3.20
31-May-2023,401.50,404.80,400.50,403.80,402.842021753039027511,390750,9009,157410520.00,218736,55.98,4.30,2.30
30-May-2023,399.65,403.75,399.35,402.50,401.948711664460892439,122406,3399,49200934.00,53443,43.66,4.40,2.85
29-May-2023,402.70,405.95,399.30,399.60,402.187830764841844190,171761,4548,69080184.00,69445,40.43,6.65,-3.10
26-May-2023,395.20,402.00,395.00,401.50,399.873496366427635191,498958,13932,199520080.00,360270,72.20,7.00,6.30
25-May-2023,399.60,399.60,392.95,394.20,396.605609549827135605,523821,5991,207750347.00,422704,80.70,6.65,-5.40
24-May-2023,394.95,400.30,393.30,399.60,398.022877772401808234,349291,10915,139025809.00,230471,65.98,7.00,4.65
23-May-2023,396.20,402.20,396.00,397.75,399.537196343219524093,426386,6036,170357067.00,268211,62.90,6.20,1.55
22-May-2023,386.10,396.40,385.40,395.65,392.051991079670605869,218826,5195,85791169.00,102290,46.74,11.00,9.55
19-May-2023,384.00,388.20,383.40,386.00,386.088486844977054008,343633,9166,132672745.00,221989,64.60,4.80,2.00
18-May-2023,384.15,385.20,382.30,382.65,383.751617155645482694,163095,6288,62587970.00,83260,51.05,2.90,-1.50
17-May-2023,386.30,386.55,381.50,382.30,383.036036517717508989,74813,2973,28656075.00,44170,59.04,5.05,-4.00
16-May-2023,387.00,388.75,386.35,386.80,387.467806000760999693,215506,7539,83501637.00,129877,60.27,2.40,-0.20
15-May-2023,383.20,387.00,382.80,385.75,385.548322801087515614,108872,3131,41975417.00,55826,51.28,4.20,2.55
12-May-2023,385.00,385.30,381.60,383.20,383.495956451416546374,57499,2965,22050634.00,23308,40.54,3.70,-1.80
11-May-2023,385.00,386.80,383.15,384.50,385.120275915670844263,82344,2395,31712344.00,42094,51.12,3.65,-0.50
10-May-2023,383.10,384.50,382.00,383.65,383.015534236930117936,204516,7244,78332805.00,116321,56.88,2.50,0.55
9-May-2023,380.65,383.40,380.05,382.40,381.881928845584833949,239957,8538,91635242.00,129901,54.14,3.35,1.75
8-May-2023,380.40,383.10,379.55,380.40,380.588953107671810477,264201,10522,100551982.00,157839,59.74,3.55,0.00
5-May-2023,383.50,384.60,379.00,379.50,380.895116707006394741,251613,10830,95838163.00,138279,54.96,5.60,-4.00
4-May-2023,384.10,386.10,383.05,383.70,384.519291284999608194,242467,9019,93233239.00,127379,52.53,3.05,-0.40
3-May-2023,388.00,388.00,382.85,385.20,386.221267556729597429,146881,3132,56728566.00,67787,46.15,5.15,-2.80
2-May-2023,389.00,392.00,387.35,388.35,389.833149264816232919,519734,15434,202609542.00,275898,53.08,4.65,-0.65
28-April-2023,382.35,388.00,379.85,385.15,384.948563118707580986,510237,9365,196415000.00,198043,38.81,8.15,2.80
27-April-2023,376.00,376.50,372.15,374.35,374.410216448057453493,160408,3366,60058394.00,80444,50.15,4.35,-1.65
