Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-February-2024,1636.95,1691.75,1636.95,1686.75,1667.812167079795369442,37922,3005,63246773.00,10225,26.96,54.80,49.80
21-February-2024,1661.60,1664.50,1632.10,1635.65,1643.819430848832331142,28604,3608,47019811.00,18152,63.46,32.40,-25.95
20-February-2024,1671.00,1672.85,1645.15,1662.85,1655.618211633066460885,20734,1376,34327588.00,8928,43.06,27.70,-8.15
19-February-2024,1668.05,1682.55,1660.80,1674.95,1673.375501198130442003,42149,2945,70531104.00,25531,60.57,21.75,6.90
16-February-2024,1678.45,1678.45,1650.25,1668.00,1666.354839373123277528,48622,3792,81021505.00,25608,52.67,28.20,-10.45
15-February-2024,1676.50,1696.00,1649.75,1661.80,1670.326514962713034142,52163,4166,87129242.00,26070,49.98,46.25,-14.70
14-February-2024,1650.05,1678.00,1625.50,1671.95,1653.953178521650799650,84662,7543,140026984.00,45734,54.02,52.50,21.90
13-February-2024,1670.25,1672.85,1648.60,1666.35,1659.241446250909973307,32968,4113,54701872.00,18979,57.57,24.25,-3.90
12-February-2024,1636.95,1685.00,1636.95,1666.15,1667.512546557006114380,157334,10042,262356419.00,80196,50.97,48.05,29.20
9-February-2024,1645.85,1646.00,1615.05,1632.00,1628.878726748755567199,76340,7636,124348602.00,29464,38.60,30.95,-13.85
8-February-2024,1625.00,1647.35,1616.70,1634.45,1635.165524141253195983,53974,2808,88256424.00,18651,34.56,30.65,9.45
7-February-2024,1625.25,1629.20,1599.00,1614.95,1615.212613204448406926,63933,4749,103265388.00,32363,50.62,30.20,-10.30
6-February-2024,1572.35,1627.25,1558.65,1624.00,1595.442063780809423773,1192898,4436,1903199647.00,1154191,96.76,68.60,51.65
5-February-2024,1583.50,1588.20,1551.20,1555.15,1572.368860859282617264,12685,1367,19945499.00,6366,50.19,37.00,-28.35
2-February-2024,1585.00,1612.70,1576.15,1583.50,1592.902336216871452972,72596,8274,115638338.00,16069,22.13,36.55,-1.50
1-February-2024,1573.50,1596.90,1566.30,1576.50,1581.516998008455330002,28621,2118,45264598.00,10353,36.17,30.60,3.00
31-January-2024,1555.15,1580.35,1546.10,1575.80,1572.047352250871988786,1472496,3982,2314833438.00,1398352,94.96,34.25,20.65
30-January-2024,1585.50,1592.00,1550.00,1558.90,1578.760748862474693820,49889,4118,78762795.00,28324,56.77,42.00,-26.60
29-January-2024,1560.05,1588.70,1551.00,1574.85,1573.480857486062771429,32467,1881,51086203.00,17702,54.52,37.70,14.80
25-January-2024,1571.95,1571.95,1536.95,1551.00,1548.403762994863829712,56657,4222,87727912.00,15654,27.63,35.00,-20.95
24-January-2024,1523.80,1581.00,1523.80,1575.20,1555.073338123435990188,40361,2217,62764315.00,13578,33.64,57.20,51.40
23-January-2024,1551.80,1567.00,1517.00,1522.85,1542.717954704646275974,42830,2067,66074610.00,18732,43.74,50.00,-28.95
20-January-2024,1589.90,1589.90,1538.00,1543.60,1556.814163520810436278,20927,1594,32579450.00,10787,51.55,51.90,-46.30
19-January-2024,1574.90,1590.00,1558.35,1567.90,1567.494457690746753246,157696,10442,247187606.00,16960,10.75,31.65,-7.00
18-January-2024,1580.00,1583.50,1537.60,1567.60,1562.876387357467796140,151457,8691,236708569.00,48082,31.75,45.90,-12.40
17-January-2024,1529.10,1584.95,1517.70,1576.05,1564.527534024305440577,60398,4280,94494334.00,27795,46.02,67.25,46.95
16-January-2024,1592.95,1592.95,1538.25,1555.20,1553.398447860255162367,153079,6059,237792681.00,34208,22.35,54.70,-37.75
15-January-2024,1602.90,1617.65,1575.15,1587.70,1593.016405061598381893,299115,13869,476495102.00,113732,38.02,42.50,-15.20
12-January-2024,1500.25,1554.75,1499.05,1543.00,1527.019727999767769278,344485,18220,526035391.00,115653,33.57,55.70,42.75
11-January-2024,1504.85,1504.85,1474.00,1485.75,1486.927794645321556720,36230,5123,53871394.00,17378,47.97,30.85,-19.10
10-January-2024,1470.00,1507.25,1470.00,1491.75,1490.213787889962386606,162708,8513,242469705.00,73006,44.87,37.25,21.75
9-January-2024,1461.00,1480.50,1454.10,1460.40,1468.085771925638300180,92198,4129,135354572.00,33862,36.73,26.40,-0.60
8-January-2024,1438.25,1451.75,1430.80,1447.45,1443.245660363071913983,105654,6236,152484677.00,53444,50.58,20.95,9.20
5-January-2024,1424.15,1438.50,1421.60,1432.85,1431.964613638708346229,67851,5266,97160231.00,16844,24.82,16.90,8.70
4-January-2024,1437.50,1443.75,1417.35,1419.65,1426.327787899943807788,58727,3515,83763952.00,27912,47.53,26.40,-17.85
3-January-2024,1460.00,1461.40,1436.00,1437.50,1443.356253027220769156,51615,2765,74498833.00,25811,50.01,25.40,-22.50
2-January-2024,1489.85,1489.85,1461.75,1469.15,1470.481424335935136443,33054,1883,48605293.00,17511,52.98,28.10,-20.70
1-January-2024,1455.05,1495.00,1455.05,1483.15,1477.523378331141701483,60077,4024,88765172.00,33624,55.97,39.95,28.10
29-December-2023,1473.35,1481.75,1457.40,1466.10,1465.574936810944246107,101679,8803,149018194.00,34109,33.55,24.35,-7.25
28-December-2023,1471.70,1482.35,1468.85,1472.50,1475.433412313362668772,26589,2152,39230299.00,15964,60.04,13.50,0.80
27-December-2023,1460.05,1475.95,1457.90,1471.60,1468.343993439934399343,24390,1983,35812910.00,11978,49.11,18.05,11.55
26-December-2023,1463.00,1467.10,1442.00,1458.05,1458.207225591897662641,52923,5597,77172701.00,21899,41.38,25.10,-4.95
22-December-2023,1432.45,1466.95,1422.95,1462.00,1445.357149515682070490,118001,10408,170553589.00,28869,24.46,44.00,29.55
21-December-2023,1417.15,1447.30,1417.15,1421.75,1429.842050337630448127,48870,3210,69876381.00,25389,51.95,30.15,4.60
20-December-2023,1487.95,1502.60,1435.00,1439.90,1471.649624700998047895,72742,4411,107050737.00,26258,36.10,67.60,-48.05
19-December-2023,1504.95,1504.95,1477.60,1488.15,1484.228079142292411204,250435,7114,371702659.00,204347,81.60,27.35,-16.80
18-December-2023,1491.85,1509.25,1480.30,1504.30,1498.496105259212055328,133385,7703,199876903.00,69807,52.33,28.95,12.45
15-December-2023,1416.10,1497.00,1416.10,1492.40,1472.938570512796482138,533506,24001,785821565.00,368422,69.06,80.90,76.30
14-December-2023,1381.50,1420.00,1381.50,1413.55,1411.142783005108236267,294818,18631,416030293.00,234901,79.68,38.50,32.05
13-December-2023,1381.45,1381.70,1357.80,1368.85,1366.604215276924966228,65144,6529,89026065.00,35685,54.78,23.90,-12.60
12-December-2023,1375.00,1387.00,1370.00,1375.50,1379.961000579820515261,231106,2176,318917267.00,214009,92.60,17.00,0.50
11-December-2023,1370.20,1382.70,1367.70,1374.80,1374.289993124391222139,139624,7172,191883866.00,83951,60.13,15.00,4.60
8-December-2023,1328.50,1369.75,1328.50,1362.90,1359.338784924415757982,324737,14027,441427599.00,144038,44.36,41.25,34.40
7-December-2023,1333.95,1337.15,1324.95,1327.20,1330.610125330442555295,105162,5988,139929622.00,71859,68.33,12.20,-6.75
6-December-2023,1320.05,1340.00,1319.30,1329.65,1327.115255481291773377,128072,6288,169966305.00,72782,56.83,20.70,9.60
5-December-2023,1340.05,1340.55,1308.40,1317.30,1316.162272965629022262,62931,3301,82827408.00,20895,33.20,32.15,-22.75
4-December-2023,1350.00,1350.00,1331.30,1336.70,1338.537799384505597430,22421,1427,30011356.00,10510,46.88,18.70,-13.30
1-December-2023,1348.45,1348.45,1327.70,1334.00,1334.555224801007997746,262699,15416,350586323.00,148329,56.46,20.75,-14.45
30-November-2023,1339.85,1346.75,1329.55,1340.30,1333.895709381262330480,128746,6715,171733737.00,102348,79.50,17.20,0.45
29-November-2023,1325.95,1338.20,1323.05,1333.60,1333.665787363902035327,77334,5121,103137710.00,52833,68.32,15.15,7.65
28-November-2023,1309.00,1319.00,1295.20,1316.80,1305.203392825587559639,16977,1643,22158438.00,7176,42.27,23.80,7.80
24-November-2023,1329.95,1331.60,1306.00,1308.50,1313.464630970641743659,56066,5865,73640708.00,22918,40.88,25.60,-21.45
23-November-2023,1330.05,1335.05,1325.35,1329.15,1330.335479797979797979,15840,2162,21072514.00,8543,53.93,9.70,-0.90
22-November-2023,1323.00,1335.70,1320.35,1329.45,1328.189538879226233402,23573,1579,31309412.00,10574,44.86,15.35,6.45
21-November-2023,1338.95,1338.95,1322.50,1326.55,1326.309912311694986027,62266,4086,82584013.00,45074,72.39,16.45,-12.40
20-November-2023,1312.35,1331.25,1312.35,1323.95,1324.966060934816020251,110610,5905,146554496.00,82384,74.48,18.90,11.60
17-November-2023,1313.00,1325.50,1306.05,1308.55,1316.479171782194644456,150685,9944,198373664.00,41564,27.58,19.45,-4.45
16-November-2023,1285.00,1318.00,1277.15,1311.05,1298.325773940406105117,155083,6684,201348256.00,112031,72.24,40.85,26.05
15-November-2023,1272.00,1283.00,1269.65,1275.20,1274.190696768998668312,226029,6541,288004049.00,202883,89.76,13.35,3.20
13-November-2023,1262.00,1263.25,1253.60,1260.80,1258.407422512234910277,7356,774,9256845.00,2862,38.91,9.65,-1.20
12-November-2023,1274.55,1274.55,1256.70,1260.05,1260.872613675807011454,8643,615,10897722.00,3913,45.27,17.85,-14.50
10-November-2023,1269.50,1271.00,1250.55,1253.60,1253.964270784812545534,167454,7162,209981333.00,76687,45.80,20.45,-15.90
9-November-2023,1265.05,1275.75,1262.00,1267.90,1265.144366850009270131,32362,1518,40942602.00,22730,70.24,13.75,2.85
8-November-2023,1274.00,1280.35,1265.90,1267.60,1272.582863849765258215,12780,1016,16263609.00,4744,37.12,14.45,-6.40
7-November-2023,1270.00,1277.60,1267.85,1273.85,1272.988961038961038961,16940,1296,21564433.00,8878,52.41,9.75,3.85
6-November-2023,1275.00,1279.25,1265.00,1269.65,1271.237865592465461972,35251,2967,44812406.00,17365,49.26,14.25,-5.35
3-November-2023,1280.85,1287.20,1262.45,1266.35,1271.018097223481071935,99297,7329,126208284.00,9395,9.46,24.75,-14.50
2-November-2023,1266.60,1274.75,1265.65,1273.30,1271.573675257566517957,31157,3424,39618421.00,21010,67.43,9.10,6.70
1-November-2023,1282.00,1285.65,1254.55,1259.65,1271.984204510028057778,38492,3437,48961216.00,19703,51.19,31.10,-22.35
31-October-2023,1270.00,1279.95,1256.80,1276.85,1270.999139549436795994,25568,1717,32496906.00,10664,41.71,23.15,6.85
30-October-2023,1268.70,1273.85,1257.00,1264.60,1264.557460264625114421,24034,1341,30392374.00,11872,49.40,16.85,-4.10
27-October-2023,1240.80,1270.50,1234.95,1268.55,1260.781100976897078568,64797,5170,81694833.00,23479,36.23,35.55,27.75
26-October-2023,1220.00,1238.00,1215.70,1231.45,1229.644425027911266443,103005,10071,126659524.00,56714,55.06,22.30,11.45
25-October-2023,1230.00,1252.60,1227.10,1229.00,1239.928867904949673134,19274,1566,23898389.00,8097,42.01,25.50,-1.00
23-October-2023,1245.05,1260.00,1230.30,1234.85,1248.036319822474948857,57682,5461,71989231.00,38824,67.31,29.70,-10.20
20-October-2023,1257.40,1261.75,1245.40,1258.65,1262.933656881536665124,635454,15972,802536244.00,393574,61.94,16.35,1.25
19-October-2023,1268.00,1274.70,1264.80,1267.50,1269.789945155393053016,16410,1536,20837253.00,4123,25.12,9.90,-0.50
18-October-2023,1278.00,1281.80,1266.95,1269.35,1274.879173769176777298,19946,1303,25428740.00,8616,43.20,14.85,-8.65
17-October-2023,1282.25,1282.25,1270.90,1277.10,1276.363737486095661846,23374,1338,29833726.00,10812,46.26,11.35,-5.15
16-October-2023,1260.05,1279.45,1260.05,1270.40,1271.835477339050681912,67164,2866,85421558.00,19473,28.99,19.40,10.35
13-October-2023,1213.95,1266.00,1210.00,1255.30,1251.594639157333487880,345095,16878,431919052.00,79778,23.12,56.00,41.35
12-October-2023,1249.95,1249.95,1215.25,1224.05,1230.375720052138081823,95132,7725,117048103.00,37731,39.66,34.70,-25.90
11-October-2023,1266.50,1274.45,1240.25,1245.75,1261.854724668156130897,38045,5565,48007263.00,17033,44.77,34.20,-20.75
10-October-2023,1259.75,1264.80,1248.05,1261.45,1257.277720914363698396,29310,2714,36850810.00,10240,34.94,16.75,1.70
9-October-2023,1226.00,1266.45,1226.00,1248.60,1255.160272235027755424,73319,5925,92027096.00,21179,28.89,40.45,22.60
6-October-2023,1249.80,1255.55,1232.30,1236.15,1241.167583436107349035,132167,8482,164041396.00,31638,23.94,23.25,-13.65
5-October-2023,1249.95,1253.05,1228.10,1235.90,1238.339019752825604732,37868,2818,46893422.00,8070,21.31,24.95,-14.05
4-October-2023,1235.35,1244.00,1226.40,1239.25,1233.186419895007088937,26097,2148,32182466.00,7680,29.43,17.60,3.90
3-October-2023,1225.05,1256.50,1222.55,1238.55,1242.100762415001030290,72795,5551,90418725.00,33440,45.94,33.95,13.50
29-September-2023,1238.75,1249.25,1227.35,1236.20,1239.083366161643048028,93923,7280,116378427.00,29515,31.42,21.90,-2.55
28-September-2023,1264.85,1265.00,1239.00,1243.15,1248.683381500447869661,59169,5534,73883347.00,33864,57.23,26.00,-21.70
27-September-2023,1263.00,1266.80,1253.50,1261.25,1259.927337327574195346,14354,1215,18084997.00,5730,39.92,13.30,-1.75
26-September-2023,1265.60,1266.25,1257.10,1260.60,1260.517455578562141859,41534,1536,52354332.00,23640,56.92,9.15,-5.00
25-September-2023,1271.95,1277.65,1256.45,1263.40,1264.595075943738444616,42729,2492,54034883.00,26973,63.13,21.20,-8.55
22-September-2023,1267.65,1283.25,1265.20,1273.50,1273.548715139271712519,58411,3701,74389254.00,32674,55.94,18.05,5.85
21-September-2023,1278.65,1285.40,1258.65,1278.50,1271.541998106060606060,105600,6252,134274835.00,56235,53.25,26.75,-0.15
20-September-2023,1290.00,1303.80,1283.95,1293.60,1295.470629761449539665,33997,1853,44042115.00,18533,54.51,19.85,3.60
18-September-2023,1303.95,1311.00,1289.60,1304.85,1303.222236235750666990,103075,6436,134329632.00,52449,50.88,21.40,0.90
15-September-2023,1292.10,1310.00,1290.85,1304.90,1302.019953130231001004,149350,8367,194456680.00,92700,62.07,19.15,12.80
14-September-2023,1277.65,1290.40,1275.75,1283.60,1283.569752851711026615,52600,4127,67515769.00,33549,63.78,14.65,5.95
13-September-2023,1281.50,1282.45,1266.10,1275.50,1274.195943687084432227,26921,1842,34302629.00,10638,39.52,16.35,-6.00
12-September-2023,1285.00,1291.00,1265.60,1281.70,1279.233170399703007053,32324,2017,41349933.00,14066,43.52,25.40,-3.30
11-September-2023,1271.00,1283.95,1271.00,1280.95,1278.490785418407598098,111291,7980,142284518.00,68572,61.62,12.95,9.95
8-September-2023,1257.00,1269.50,1254.40,1262.10,1261.806589669099411889,211695,14486,267118146.00,61583,29.09,15.10,5.10
7-September-2023,1236.05,1256.80,1230.40,1254.15,1247.305365384615384615,52000,4140,64859879.00,24437,46.99,26.40,18.10
6-September-2023,1233.00,1242.00,1222.65,1235.70,1233.466535907229620453,29061,1865,35845771.00,9190,31.62,19.35,2.70
5-September-2023,1233.00,1241.45,1225.50,1234.85,1234.596641226980347995,163393,6971,201724449.00,116620,71.37,15.95,1.85
4-September-2023,1185.00,1235.00,1184.85,1232.55,1214.191769793439757096,86948,7361,105571546.00,45371,52.18,50.15,47.55
1-September-2023,1173.00,1188.00,1171.05,1185.40,1182.076821445860900435,99152,7949,117205281.00,55258,55.73,16.95,12.40
31-August-2023,1178.00,1188.00,1165.50,1172.90,1179.234569558650780332,29795,1858,35135294.00,11937,40.06,22.50,-5.10
30-August-2023,1165.95,1175.80,1161.50,1170.25,1171.049115802290843704,70629,4410,82710028.00,38707,54.80,14.30,4.30
29-August-2023,1152.00,1163.80,1148.65,1157.95,1156.476156186429998739,55549,3648,64241094.00,27440,49.40,15.15,5.95
28-August-2023,1154.70,1155.15,1139.40,1147.00,1147.698919094787072518,55324,4949,63495295.00,24755,44.75,15.75,-7.70
25-August-2023,1162.15,1171.10,1150.00,1154.70,1157.465781511806964107,589652,18438,682502013.00,59630,10.11,21.10,-7.45
24-August-2023,1190.00,1190.00,1169.00,1171.25,1180.260829001732640277,22509,2071,26566491.00,8655,38.45,21.00,-18.75
23-August-2023,1192.80,1192.85,1178.65,1182.15,1183.195179248745870549,40865,2206,48351271.00,19895,48.68,14.20,-10.65
22-August-2023,1184.65,1187.00,1176.25,1179.45,1180.759818543375590355,32184,3044,38001574.00,14997,46.60,10.75,-5.20
21-August-2023,1170.05,1188.80,1169.95,1178.70,1180.920705829796738887,67155,4988,79304730.00,39110,58.24,18.85,8.65
18-August-2023,1176.55,1178.00,1159.00,1174.20,1170.420160408312067079,153608,9569,179785900.00,59199,38.54,19.00,-2.35
17-August-2023,1183.95,1183.95,1164.00,1176.60,1173.880382472137791286,47376,2806,55613757.00,23293,49.17,19.95,-7.35
16-August-2023,1172.35,1186.00,1169.30,1176.50,1179.313548266865449124,53660,3304,63281965.00,20129,37.51,16.70,4.15
14-August-2023,1174.95,1176.55,1154.50,1170.85,1166.722052275585466163,58842,4118,68652259.00,20267,34.44,22.05,-4.10
11-August-2023,1170.00,1186.70,1154.50,1171.35,1175.703185955034068256,431927,24851,507817950.00,189132,43.79,32.20,1.35
10-August-2023,1141.95,1141.95,1129.00,1134.60,1135.084973560517038777,68080,3534,77276585.00,53143,78.06,12.95,-7.35
9-August-2023,1136.35,1146.30,1125.10,1143.35,1136.453702401177323536,92413,9626,105023096.00,63969,69.22,21.20,7.00
8-August-2023,1157.95,1157.95,1136.55,1140.90,1146.809363793332447868,75290,4770,86343277.00,35674,47.38,21.40,-17.05
7-August-2023,1149.00,1155.60,1144.00,1151.05,1151.568230487276166953,76117,3833,87653919.00,50788,66.72,11.60,2.05
4-August-2023,1128.90,1152.15,1126.45,1144.25,1144.610082584626554133,44076,2706,50449834.00,19073,43.27,25.70,15.35
3-August-2023,1126.00,1135.45,1115.15,1124.95,1125.599535222309329152,71432,5225,80403826.00,25922,36.29,20.30,-1.05
2-August-2023,1135.25,1136.00,1122.00,1131.15,1133.259385952026190426,95302,3934,108001886.00,73889,77.53,14.00,-4.10
1-August-2023,1117.10,1139.90,1112.00,1138.10,1128.329222087064031746,100294,8250,113164651.00,65176,64.98,27.90,21.00
31-July-2023,1103.55,1119.25,1095.95,1117.05,1107.471286984404605742,27444,2068,30393442.00,10524,38.35,23.30,13.50
28-July-2023,1116.95,1117.45,1097.50,1103.25,1105.348775306493307056,78142,7611,86374164.00,40344,51.63,19.95,-13.70
27-July-2023,1112.05,1122.75,1109.00,1117.45,1115.087532456101747128,22723,2021,25338134.00,8496,37.39,13.75,5.40
26-July-2023,1108.15,1120.50,1108.15,1114.85,1115.483840112766814337,19864,1899,22157971.00,7871,39.62,12.35,6.70
25-July-2023,1115.60,1117.55,1105.35,1111.25,1110.714488774026813115,30955,2367,34382167.00,11363,36.71,12.20,-4.35
24-July-2023,1117.05,1127.50,1111.15,1112.75,1118.225908907698508665,62025,5557,69357962.00,29605,47.73,16.35,-4.30
21-July-2023,1112.95,1140.00,1096.45,1116.75,1121.283333477474984216,115627,9120,129650628.00,56024,48.45,43.55,3.80
20-July-2023,1160.00,1161.85,1148.30,1155.20,1153.457185875953178881,41178,2315,47497060.00,16691,40.53,13.55,-4.80
19-July-2023,1167.00,1174.75,1156.65,1168.50,1166.695365556907421745,90410,5253,105480928.00,36125,39.96,18.10,1.50
18-July-2023,1154.05,1170.00,1147.15,1167.30,1160.300837972226074209,50479,2777,58570826.00,22928,45.42,22.85,13.25
17-July-2023,1150.10,1171.80,1144.30,1153.65,1160.672551914066830426,171389,10053,198926508.00,85037,49.62,27.50,3.55
14-July-2023,1111.05,1156.95,1110.55,1151.30,1138.303145590095094360,286242,18274,325830169.00,155793,54.43,46.40,40.25
13-July-2023,1096.00,1124.70,1087.75,1109.20,1104.682281227827582099,193089,12499,213301997.00,31415,16.27,36.95,13.20
12-July-2023,1117.05,1124.15,1103.00,1110.05,1112.581907090464547677,73211,5247,81453234.00,22553,30.81,21.15,-7.00
11-July-2023,1127.05,1130.05,1112.10,1114.70,1118.501711418317160707,60184,3928,67315907.00,20777,34.52,17.95,-12.35
10-July-2023,1158.05,1159.25,1121.00,1124.10,1129.898646180817648347,82138,5262,92807615.00,35445,43.15,38.25,-33.95
7-July-2023,1180.40,1182.90,1153.40,1157.05,1168.449252316934097881,62259,5763,72746482.00,25035,40.21,29.50,-23.35
6-July-2023,1199.85,1199.85,1175.00,1180.40,1184.926793603874152922,63601,6194,75362529.00,37366,58.75,24.85,-19.45
5-July-2023,1190.55,1202.70,1187.65,1195.05,1195.684330567282962100,41214,3020,49278934.00,15449,37.48,15.05,4.50
4-July-2023,1180.05,1192.90,1178.85,1190.30,1185.693391066545123062,21940,2179,26014113.00,8579,39.10,14.05,10.25
3-July-2023,1190.00,1194.90,1174.40,1181.50,1184.217079281498152787,23549,2100,27887128.00,8544,36.28,20.50,-8.50
30-June-2023,1172.00,1194.10,1164.80,1187.85,1184.225643113857266788,56483,4103,66888617.00,20988,37.16,29.30,15.85
28-June-2023,1171.00,1174.00,1166.30,1169.95,1170.335412411626080125,63650,4790,74491849.00,37057,58.22,7.70,-1.05
27-June-2023,1158.55,1174.15,1158.55,1170.45,1169.214650291091793603,25078,2039,29321565.00,10393,41.44,15.60,11.90
26-June-2023,1165.05,1175.65,1163.00,1166.95,1169.211892205367984196,55179,4485,64515943.00,32717,59.29,12.65,1.90
23-June-2023,1158.05,1170.00,1151.15,1165.25,1164.155304423417700357,29909,3066,34818721.00,10099,33.77,18.85,7.20
22-June-2023,1173.95,1173.95,1159.00,1163.30,1163.939414723365340649,17496,1679,20364284.00,7431,42.47,14.95,-10.65
21-June-2023,1175.00,1175.00,1161.70,1170.15,1168.510819803367272909,39973,2572,46708883.00,17257,43.17,13.30,-4.85
20-June-2023,1130.15,1170.00,1130.15,1168.20,1159.571410629296668429,151280,9903,175419963.00,92517,61.16,39.85,38.05
19-June-2023,1149.90,1153.70,1135.25,1137.55,1142.343939692766199899,45633,4280,52128581.00,24732,54.20,18.45,-12.35
16-June-2023,1148.75,1154.00,1132.50,1149.00,1144.709625427790976357,95549,6552,109375860.00,49801,52.12,21.50,0.25
15-June-2023,1138.05,1147.00,1136.50,1143.70,1143.194559594367741272,29189,2344,33368706.00,12837,43.98,10.50,5.65
14-June-2023,1140.00,1140.00,1125.85,1135.70,1132.560094424460431654,44480,3776,50376273.00,25209,56.67,14.15,-4.30
13-June-2023,1146.95,1146.95,1129.60,1132.90,1134.792626728110599078,46004,2139,52205000.00,22660,49.26,17.35,-14.05
12-June-2023,1110.35,1140.75,1110.35,1139.50,1133.957716582551457056,88569,6048,100433501.00,53045,59.89,30.40,29.15
9-June-2023,1125.00,1131.20,1106.80,1110.30,1122.369655294883684220,101362,4843,113765633.00,75143,74.13,24.40,-14.70
8-June-2023,1130.00,1130.00,1118.05,1127.00,1126.266966745566722284,51542,4918,58050052.00,38496,74.69,11.95,-3.00
7-June-2023,1130.60,1133.15,1116.55,1128.90,1129.586656305808896704,146706,4499,165717140.00,102629,69.96,16.60,-1.70
6-June-2023,1135.00,1135.00,1114.00,1128.95,1126.300849269872304026,81835,5372,92170830.00,62221,76.03,21.00,-6.05
5-June-2023,1149.95,1149.95,1136.85,1138.25,1142.349200241851261474,18193,1714,20782759.00,8036,44.17,13.10,-11.70
2-June-2023,1145.05,1150.90,1131.55,1136.90,1140.032129672358098754,17336,1886,19763597.00,4943,28.51,19.35,-8.15
1-June-2023,1145.70,1155.15,1138.00,1141.20,1144.944839246559057406,37853,3960,43339597.00,19845,52.43,17.15,-4.50
31-May-2023,1131.05,1153.35,1131.05,1145.60,1146.757409407247420206,33336,2276,38228305.00,11715,35.14,22.30,14.55
30-May-2023,1129.00,1143.40,1128.00,1135.70,1137.825350766998708398,56519,4550,64308751.00,37286,65.97,15.40,6.70
29-May-2023,1140.05,1147.70,1124.65,1126.20,1133.287350164066162191,29866,2195,33846760.00,12311,41.22,23.05,-13.85
26-May-2023,1108.05,1139.95,1108.05,1138.60,1133.262272911300812307,116089,8199,131559284.00,75348,64.91,31.90,30.55
25-May-2023,1111.15,1118.00,1103.00,1116.10,1111.342459562321598477,42040,3143,46720837.00,21477,51.09,15.00,4.95
24-May-2023,1102.90,1115.20,1098.05,1112.85,1110.043661152215479258,120290,5194,133527152.00,85136,70.78,17.15,9.95
